"i","j","rho","gini","o_bar","raw","gini","over","cw","oracle","seed"
12,13,0.14840202375959,0.208575472255267,0.110567388042805,0.14840202375959,0.117449001570296,0.0164084241473642,0.012986029331863,0.663588952753211,900000001
12,14,0.181199964001142,0.185848619603483,0.102789297619208,0.181199964001142,0.147524200819329,0.0186254170283031,0.0151639089840538,0.508243422674515,900000001
12,15,0.177870298732,0.179104451937116,0.105497770273748,0.177870298732,0.146012936361714,0.0187649199141516,0.0154040392172836,0.689550168576318,900000001
13,14,0.159473561108239,0.161296106234078,0.100771735248275,0.159473561108239,0.133751096654198,0.016070427479099,0.0134783301012032,0.569965914320139,900000001
13,15,0.126243843299878,0.154307808223511,0.109627633473297,0.126243843299878,0.106763432538561,0.0138398137815393,0.0117042224506884,0.677587427779207,900000001
14,15,0.207216368297653,0.178041877072423,0.126176138465814,0.207216368297653,0.170323177125808,0.0261457611787079,0.0214907207809634,0.624415949900682,900000001
1,6,0.0571523601830987,0.224905175332389,-0.0226655240508082,0.0571523601830987,0.0442984985954591,0,0,0.913838907606179,900000001
2,7,0.0557798063396952,0.196268946056015,-0.0527263236904267,0.0557798063396952,0.0448319625381946,0,0,0.860027138198276,900000001
3,8,0.17323688600196,0.150561274955086,-0.00941904149704716,0.17323688600196,0.147154119576256,0,0,0.958859423501087,900000001
4,9,0.192876134342895,0.100123148744056,-0.02094829407013,0.192876134342895,0.173564768454903,0,0,0.921469212695003,900000001
5,10,0.218935151279742,0.157809878667533,0.00422716455899138,0.218935151279742,0.184385021620228,0.000925474912207144,0.000779425828601888,0.841566751003486,900000001
6,11,0.121126334627047,0.23884670827557,-0.00408164810385824,0.121126334627047,0.0921957083158916,0,0,0.979191683203003,900000001
1,2,0.157482601067393,0.162155937926118,0.111070613430805,0.157482601067393,0.131945862184265,0.017491689105234,0.0146553078524628,0.157482601067084,900000002
1,3,0.226335260898791,0.0785991821890235,0.1275209570121,0.226335260898791,0.208545494491607,0.0288624890753971,0.0265939210381312,0.226335260898769,900000002
1,4,0.313419910695259,0.0490461937973179,0.119053137749223,0.313419910695259,0.298047857015361,0.0373136238013518,0.0354835325771105,0.313419910695186,900000002
1,5,0.283369623669825,0.14299806282545,0.102573619696022,0.283369623669825,0.242848316421463,0.0290662480117133,0.0249098308524342,0.283369623669703,900000002
2,3,0.325690978690554,0.168222908407661,0.0912790383404428,0.325690978690554,0.270902295013091,0.0297287593310314,0.0247277009730139,0.32569097869046,900000002
2,4,0.270617307291486,0.179231246285786,0.0903680548363593,0.270617307291486,0.22211423003913,0.0244551596649849,0.0200720309201118,0.270617307291321,900000002
2,5,0.208287707040464,0.236018897191172,0.0866435995286231,0.208287707040464,0.159127872126296,0.0180467966755491,0.0137874116263527,0.208287707040865,900000002
3,4,0.26958444594369,0.0746506863347673,0.116116066915297,0.26958444594369,0.249459782028816,0.0313030855645208,0.0289662887427334,0.269584445943697,900000002
3,5,0.191164748902586,0.157841573807759,0.114407390385754,0.191164748902586,0.160991004079237,0.0218706600556929,0.0184185606522878,0.191164748902337,900000002
4,5,0.270848297521751,0.162542712440299,0.103941041621604,0.270848297521751,0.226823880582728,0.0281522541658489,0.0235763104124231,0.270848297521881,900000002
6,7,0.279353851668952,0.187877607923466,0.101625312217432,0.279353851668952,0.226869518253183,0.0283894223949995,0.0230556856250981,0.279353851669047,900000002
6,8,0.279024696279718,0.287399249409007,0.114838800649642,0.279024696279718,0.198833208002351,0.0320428614723936,0.0228337671363109,0.279024696279417,900000002
6,9,0.266722238711684,0.176856271242217,0.0979703402651483,0.266722238711684,0.219550738115759,0.0261308684828657,0.0215094605186654,0.266722238711721,900000002
6,10,0.123892145844385,0.212997296051532,0.0933666741147179,0.123892145844385,0.0975034537775091,0.0115673976064258,0.00910357319390415,0.123892145844767,900000002
7,8,0.320821105054865,0.187818808874436,0.1171000335411,0.320821105054865,0.26056486724168,0.0375681621626176,0.0305121546936331,0.320821105054893,900000002
7,9,0.265962891600774,0.0642821138674574,0.11258138164824,0.265962891600774,0.248866234718375,0.0299424698035762,0.0280177045501898,0.265962891600848,900000002
7,10,0.222171271786809,0.0902095887069163,0.103409665629163,0.222171271786809,0.202129292736429,0.0229746569278799,0.0209021225757334,0.222171271787382,900000002
8,9,0.193378450145424,0.179442052840382,0.134118942004445,0.193378450145424,0.158678224076238,0.0259357131399636,0.0212817555322493,0.193378450145484,900000002
8,10,0.277042583181259,0.220989680028767,0.128557632163061,0.277042583181259,0.21581903136969,0.0356159385021206,0.0277451836486127,0.277042583181207,900000002
9,10,0.245145067704265,0.0771634379516555,0.108025500030857,0.245145067704265,0.226228831483313,0.0264819185188515,0.0244384826423813,0.245145067704337,900000002
11,12,0.0258459007394251,0.134795034148194,0.0912516444120571,0.0258459007394251,0.0223620016666634,0.00235848094378334,0.0020405694244282,0.282850545333462,900000002
11,13,0.0966617606277455,0.13813584560654,0.0888712664902818,0.0966617606277455,0.0833093065856149,0.0085904530881682,0.00740380358669078,0.441669712871385,900000002
11,14,0.125253046265043,0.139304103879529,0.0928864875410178,0.125253046265043,0.10780478289691,0.0116343155213725,0.010013607623416,0.462470201449035,900000002
11,15,0.288719045902303,0.134698661483556,0.0989217120282611,0.288719045902303,0.249828976874454,0.0285605823158219,0.0247135101066898,0.513089511219284,900000002
12,13,0.21852014407694,0.189174807683232,0.0892592561370551,0.21852014407694,0.177181637846273,0.0195049455112698,0.0158151011953034,0.610895319213336,900000002
12,14,0.1268903164358,0.171219365721235,0.103223277955775,0.1268903164358,0.105164236939495,0.0130980344033488,0.0108553972606125,0.527316016365357,900000002
12,15,0.207590969404822,0.164694763561726,0.119553700905953,0.207590969404822,0.173401823781145,0.0248182686670009,0.0207308297768778,0.51986867379058,900000002
13,14,0.180470200760234,0.167559387738991,0.108751894787077,0.180470200760234,0.150230724415716,0.0196264762852796,0.0163378759354443,0.570429195906786,900000002
13,15,0.238110488350382,0.162702972030326,0.12934590160135,0.238110488350382,0.199369204224182,0.0307986157964179,0.0257875894719206,0.609887328097373,900000002
14,15,0.225529496289961,0.201583708971246,0.144492418371196,0.225529496289961,0.180066423945414,0.0325873023329741,0.0260182330633258,0.631089134046065,900000002
1,6,0.141805334862074,0.182442110065797,0.00114434467447787,0.141805334862074,0.11593407035125,0.000162274179761966,0.000132668535996996,0.889247144450967,900000002
2,7,0.0953536133569114,0.174979307193665,-0.0309148131778487,0.0953536133569114,0.0786687041533064,0,0,0.967683693010241,900000002
3,8,0.198664410126896,0.195814216419302,-0.0130910657821883,0.198664410126896,0.159763094327495,0,0,0.819660112501051,900000002
4,9,0.177408646962999,0.0480002707825617,-0.0198944869854472,0.177408646962999,0.168892983869607,0,0,0.85293089187448,900000002
5,10,0.192051595581425,0.179146351670063,-0.0141793163982542,0.192051595581425,0.157646252900598,0,0,0.865312396464224,900000002
6,11,0.196158430179452,0.195438943807707,-0.0109987034401621,0.196158430179452,0.157821433766202,0,0,0.942277182697972,900000002
1,2,0.276484133518693,0.145358617223271,0.121818525741389,0.276484133518693,0.236294782186241,0.0336808895361325,0.0287850820063106,0.276484133518718,900000003
1,3,0.245774362085299,0.115785240057534,0.10491864550058,0.245774362085299,0.217317318571265,0.0257863131687587,0.0228006387083152,0.245774362085446,900000003
1,4,0.157917719467361,0.0880872873208702,0.119427885033386,0.157917719467361,0.144007175939583,0.0188597792452825,0.0171984724520951,0.157917719466263,900000003
1,5,0.197016126540314,0.179586789653572,0.100477793319181,0.197016126540314,0.161634632864957,0.0197957456430634,0.016240691234227,0.197016126540281,900000003
2,3,0.218163035101896,0.147317310153658,0.106927868662315,0.218163035101896,0.186023843595727,0.0233277083643476,0.0198911331160629,0.218163035102607,900000003
2,4,0.318592669391733,0.151945407167669,0.100153848331629,0.318592669391733,0.270183976520372,0.0319082818898283,0.0270599650060576,0.31859266939182,900000003
2,5,0.160216481446741,0.226997604900742,0.105112823809293,0.160216481446741,0.123847723892707,0.0168408067856562,0.0130179839807161,0.16021648144626,900000003
3,4,0.261757010449771,0.0815691109075989,0.106956574852716,0.261757010449771,0.240405723833552,0.0279966332813942,0.0257129727962247,0.261757010449662,900000003
3,5,0.193135628567221,0.178549960950339,0.0909283160364282,0.193135628567221,0.158651269628425,0.0175614974722545,0.014425892784354,0.19313562856704,900000003
4,5,0.187988294815048,0.178945895369261,0.10244943807001,0.187988294815048,0.154348561080429,0.019259295167541,0.0158129233496045,0.187988294815013,900000003
6,7,0.206449382997965,0.181262895227903,0.118528194384207,0.206449382997965,0.169027770117739,0.0244700725984823,0.0200345563928444,0.206449382998888,900000003
6,8,0.242775145582231,0.281915195964885,0.0750207537982146,0.242775145582231,0.174333142840013,0.0182131744250503,0.0130786037878696,0.242775145582367,900000003
6,9,0.180022411476502,0.184751263005497,0.0838906725798939,0.180022411476502,0.146763043586923,0.0151022011782182,0.0123120504363793,0.180022411476456,900000003
6,10,0.179806427024212,0.189774945818233,0.0854008561347224,0.179806427024212,0.145683672077922,0.0153556228063932,0.0124415103203047,0.179806427024268,900000003
7,8,0.226282444812588,0.193853828250429,0.0934695538841857,0.226282444812588,0.182416726619801,0.0211505191684554,0.0170504100581663,0.226282444812576,900000003
7,9,0.245440873418709,0.08893849634186,0.102726087690075,0.245440873418709,0.223611731196016,0.0252131806855389,0.0229707583073715,0.245440873418882,900000003
7,10,0.266005512427086,0.0636210218590127,0.105063998123543,0.266005512427086,0.249081969906345,0.0279476026584915,0.0261695476188486,0.26600551242708,900000003
8,9,0.0589201963285265,0.202814571488995,0.103818784147795,0.0589201963285265,0.046970321958109,0.00611702314457702,0.00487640171672137,0.0589201963268921,900000003
8,10,0.167238212699153,0.202806349104896,0.0624479979021028,0.167238212699153,0.133321241350809,0.0104436915557881,0.0083256446001811,0.167238212699198,900000003
9,10,0.288991992466678,0.0695142088267606,0.088766286672279,0.288991992466678,0.268902942753088,0.0256527460492902,0.02386951570344,0.288991992466671,900000003
11,12,0.279090779942483,0.14883530059915,0.102194166691626,0.279090779942483,0.237552219815292,0.028521449687538,0.0242764511497698,0.552091470083242,900000003
11,13,0.119731052322582,0.167015386759405,0.097564770294226,0.119731052322582,0.099734124311815,0.0116815326169386,0.009730536928978,0.556469494767014,900000003
11,14,0.192051807866463,0.152480573043506,0.106479871030454,0.192051807866463,0.162767638148943,0.0204496517327864,0.017331477118031,0.432015711907694,900000003
11,15,0.230006834609676,0.14974449765713,0.0849235862688489,0.230006834609676,0.195564576703344,0.0195330052613997,0.0166080452007974,0.493622560206137,900000003
12,13,0.171702062854887,0.219480037829004,0.103201482116743,0.171702062854887,0.134016887604179,0.0177199073691266,0.0138307414294242,0.590705305102229,900000003
12,14,0.138207763155716,0.188748026067638,0.119124153230604,0.138207763155716,0.112121320672851,0.0164638827558205,0.0133563573842503,0.539241614522469,900000003
12,15,0.213118611618539,0.180571398282625,0.114673773288352,0.213118611618539,0.174635485918527,0.0244391153522727,0.0200261101203225,0.54781560336196,900000003
13,14,0.132719244173766,0.202090329946913,0.0931190898367612,0.132719244173766,0.105897968328385,0.012358695221284,0.00986112242630135,0.560261059360363,900000003
13,15,0.124716916732408,0.2021464941917,0.106181097644445,0.124716916732408,0.0995058292485535,0.013242579113478,0.0105656381716322,0.57419562258367,900000003
14,15,0.153967455816634,0.219450642880043,0.109168236528494,0.153967455816634,0.120179198655069,0.0168083556342807,0.0131197511845814,0.596347899187737,900000003
1,6,0.250765183700367,0.186749973786248,0.0337709305281515,0.250765183700367,0.20393479221782,0.00846857359762423,0.006887067700261,0.88224169430199,900000003
2,7,0.173914185932267,0.142463217905945,0.0218130556936206,0.173914185932267,0.149137811364864,0.00379359982365124,0.00325315138532646,0.85293089187448,900000003
3,8,0.162761878823677,0.203346659642917,-0.00320866770807189,0.162761878823677,0.129664794447677,0,0,0.958914300707381,900000003
4,9,0.168725496157561,0.0727670263977163,0.00267929261978569,0.168725496157561,0.156447843524696,0.000452064976624633,0.000419169552537105,0.835011611322099,900000003
5,10,0.158450079997189,0.179220558958979,0.0119248632824121,0.158450079997189,0.130052568092997,0.00188949554105374,0.00155085909403559,0.928025406218719,900000003
6,11,0.301659562943522,0.189379049902935,0.0142174121213899,0.301659562943522,0.244531561519143,0.0042888183267264,0.00347660598680466,0.948030447777397,900000003
1,2,0.239759599884696,0.181135062225897,0.102437914281671,0.239759599884696,0.196330729840326,0.0245604733411964,0.0201117104742413,0.239759599884501,900000004
1,3,0.383634941935929,0.0819013853007244,0.109614261698774,0.383634941935929,0.352214708741613,0.0420518609221589,0.0386077552581607,0.383634941935817,900000004
1,4,0.223930284053174,0.0734021733036454,0.107774495034792,0.223930284053174,0.207493314535168,0.0241339732868284,0.0223624871971231,0.223930284053407,900000004
1,5,0.194956943401684,0.174405399781512,0.111699873366687,0.194956943401684,0.160955399747532,0.0217766658899244,0.0179786977694837,0.194956943401582,900000004
2,3,0.311518149442489,0.178000165402519,0.0987701194444049,0.311518149442489,0.25606786731584,0.0307686848295347,0.0252918538406595,0.311518149442492,900000004
2,4,0.227199985918614,0.201105438968412,0.112828662069697,0.227199985918614,0.181508833016834,0.0256346704334511,0.0204793987831214,0.227199985918614,900000004
2,5,0.206548560195362,0.262739966630008,0.078908999611634,0.206548560195362,0.152279998382157,0.0162985402562394,0.0120162623331972,0.206548560195655,900000004
3,4,0.207537121089971,0.0733898772758725,0.116763520269529,0.207537121089971,0.192305997242991,0.0242327648450685,0.0224543252070338,0.2075371210903,900000004
3,5,0.255339458200278,0.17170120230242,0.106099090755536,0.255339458200278,0.211497366232042,0.0270912843490607,0.0224396782544102,0.255339458200396,900000004
4,5,0.233816609763161,0.19296872127815,0.0992211439509399,0.233816609763161,0.188697317563571,0.0231995514954313,0.0187227637091313,0.233816609763231,900000004
6,7,0.161601170918784,0.209164187258252,0.0390514661530366,0.161601170918784,0.127799993343574,0.00631076265642596,0.0049907771144149,0.161601170919337,900000004
6,8,0.233617068244368,0.285316012190405,0.0462024424004805,0.233617068244368,0.166962377953271,0.0107936791393295,0.00771406965043327,0.233617068244363,900000004
6,9,0.216159151630091,0.215931585745251,0.0510367906568495,0.216159151630091,0.169483563245257,0.0110320693703071,0.00864989713712511,0.216159151628592,900000004
6,10,0.206317479834854,0.218607465206897,0.0563029671620549,0.206317479834854,0.161214938540282,0.0116162862920997,0.00907687939066619,0.206317479835137,900000004
7,8,0.00401237371749076,0.178195468251567,0.0582006754923924,0.00401237371749076,0.00329738690410222,0.000233522860685884,0.000191910145178517,0.00401237371852912,900000004
7,9,0.139314856294259,0.109536279429374,0.0848247041693884,0.139314856294259,0.124054825266548,0.0118173414715614,0.0105229138540201,0.13931485629432,900000004
7,10,0.170237974937463,0.071959154003109,0.0560627945138306,0.170237974937463,0.15798779428176,0.00954401660736962,0.00885723724651168,0.170237974937438,900000004
8,9,0.140129975018425,0.183531444257363,0.0583011904440275,0.140129975018425,0.114411718319546,0.00816974436046603,0.00667033937877625,0.140129975019017,900000004
8,10,0.164915788143409,0.180717200298379,0.059106986857614,0.164915788143409,0.135112668625132,0.00974767532240554,0.00798610272872281,0.164915788143706,900000004
9,10,0.0997048899791032,0.0993331961938446,0.0825740778761777,0.0997048899791032,0.0898008845813232,0.0082330393497702,0.00741522523676783,0.0997048899789714,900000004
11,12,0.236229738066807,0.151993055163656,0.0911141412217248,0.236229738066807,0.200324458457523,0.0215238697149901,0.0182523909980643,0.594430695879887,900000004
11,13,0.209031239754133,0.163182189487342,0.102555101932512,0.209031239754133,0.1749210643798,0.0214372201000645,0.0179390475876139,0.512367238328156,900000004
11,14,0.146096341169978,0.149389764792236,0.116658807566516,0.146096341169978,0.124271043125588,0.0170434249507205,0.0144973117060782,0.685822924322689,900000004
11,15,0.145099351421848,0.112757652756512,0.124400430831255,0.145099351421848,0.128738289139028,0.0180504218302136,0.0160150986333738,0.591850905020389,900000004
12,13,0.21140361339479,0.225830352248368,0.157866384778135,0.21140361339479,0.163662260915267,0.03337352417567,0.025836769455309,0.771122399079518,900000004
12,14,0.181369714884197,0.186537575722714,0.12446048351165,0.181369714884197,0.147537447960179,0.0225733624088573,0.0183625821091988,0.661945166367941,900000004
12,15,0.199725722021943,0.168179612015207,0.137714163225031,0.199725722021943,0.166135927582836,0.027505060682767,0.0228792702486845,0.667207858241274,900000004
13,14,0.225233529307777,0.190837602125401,0.137498994575898,0.225233529307777,0.18225050265644,0.0309693838246003,0.0250592608762124,0.616565230023698,900000004
13,15,0.388222067824053,0.16538493038493,0.122870706259963,0.388222067824053,0.324015988163078,0.0477011196592445,0.0398120733051171,0.747001629698017,900000004
14,15,0.168176298466092,0.196860822110379,0.154208880508506,0.168176298466092,0.135068974090577,0.0259342787145205,0.0208288352859403,0.73466290116717,900000004
1,6,0.0650961641030856,0.210426582886067,-0.0276988273812467,0.0650961641030856,0.0513982007318826,0,0,0.880577587776092,900000004
2,7,0.159641721248966,0.185926415874258,-0.0245447219408843,0.159641721248966,0.129960108193148,0,0,0.804461845498696,900000004
3,8,0.13371794597876,0.170827999676598,-0.0303216983983533,0.13371794597876,0.110875176746345,0,0,0.898299141112371,900000004
4,9,0.279829704654092,0.0955624363650422,-0.0124139463841901,0.279829704654092,0.253088496310036,0,0,0.979191683203003,900000004
5,10,0.124732759854574,0.184571659315426,-0.0159226813913027,0.124732759854574,0.101710627397222,0,0,0.82423592149349,900000004
6,11,0.181349367898881,0.207724448771628,-0.00219781127883445,0.181349367898881,0.143678670417002,0,0,0.886058584056642,900000004
1,2,0.224382321484174,0.152658076330017,0.157724964354584,0.224382321484174,0.190128547923936,0.03539069365789,0.0299880184440916,0.224382321484848,900000005
1,3,0.277121365831055,0.0659693523687881,0.1317784297283,0.277121365831055,0.258839848799626,0.0365186184333782,0.0341095088259254,0.277121365831005,900000005
1,4,0.259816965436371,0.0816986035435092,0.146504314415078,0.259816965436371,0.238590282183307,0.0380643063946616,0.0349545057173655,0.259816965436531,900000005
1,5,0.273838111148414,0.181264701503647,0.143036192460494,0.273838111148414,0.224200927670774,0.0391687607692426,0.0320688470401381,0.273838111148235,900000005
2,3,0.322685425022656,0.151235897936442,0.139609614053045,0.322685425022656,0.273883805018352,0.0450499876479559,0.0382368123139916,0.322685425022697,900000005
2,4,0.374248866310886,0.190123671469347,0.151580608935311,0.374248866310886,0.303095297804619,0.0567288710487538,0.0459433698066535,0.374248866311016,900000005
2,5,0.382813479633694,0.270812840048154,0.151309878873892,0.382813479633694,0.279142674005377,0.0579234612346673,0.0422370441922879,0.382813479633732,900000005
3,4,0.246775930207145,0.0837111896227438,0.140269276514467,0.246775930207145,0.226118023519246,0.0346150811913409,0.0317174115659259,0.246775930207218,900000005
3,5,0.228727927273902,0.184235989793433,0.143812116975871,0.228727927273902,0.186588011199194,0.032893847432763,0.0268336168928737,0.228727927273887,900000005
4,5,0.350494860042798,0.219343434036247,0.142632838068523,0.350494860042798,0.273616113828957,0.0499920766163339,0.0390266428567041,0.350494860042856,900000005
6,7,0.223662136044136,0.192911758251487,0.114121655933283,0.223662136044136,0.180515080125578,0.025524693334932,0.0206006798648603,0.223662136043928,900000005
6,8,0.259795033731132,0.303866327714595,0.0986997237445215,0.259795033731132,0.180852070872764,0.0256416980594614,0.0178500494337664,0.259795033731234,900000005
6,9,0.195809988268337,0.191972744916668,0.102408301398349,0.195809988268337,0.158219807338364,0.020052568295391,0.0162030217170958,0.195809988268624,900000005
6,10,0.284565546754631,0.23411815156888,0.104339192998913,0.284565546754631,0.217943586948249,0.0296913395036727,0.0227400579814688,0.284565546754802,900000005
7,8,0.31558187075329,0.180299544630242,0.112437578153753,0.31558187075329,0.258682603162912,0.0354832612567305,0.0290856454101461,0.31558187075331,900000005
7,9,0.288426473815337,0.0200226510609547,0.119365550821981,0.288426473815337,0.282651411173391,0.0344281849186093,0.033738841385322,0.288426473815407,900000005
7,10,0.324672066759869,0.0718972686678694,0.127053775879612,0.324672066759869,0.301329031947083,0.0412508120044789,0.0382849912910251,0.324672066759921,900000005
8,9,0.186207220853702,0.180380468589773,0.110925980081265,0.186207220853702,0.152619075101312,0.0206552184714054,0.0169294204847092,0.186207220853612,900000005
8,10,0.189579899155099,0.218733047076444,0.125041217359683,0.189579899155099,0.148112510148459,0.0237053013772794,0.0185201685751617,0.189579899155022,900000005
9,10,0.251702958429969,0.0715802748410497,0.124086119703944,0.251702958429969,0.233685991487246,0.0312328434295779,0.0289971879128213,0.251702958429898,900000005
11,12,0.150881169770765,0.163027318683046,0.102370053225705,0.150881169770765,0.126283417223276,0.0154457133801899,0.0129276401426707,0.500276212868489,900000005
11,13,0.195850508860542,0.154107881256557,0.0928813743861179,0.195850508860542,0.165668401897025,0.0181908644371877,0.0153875088605474,0.494352429107853,900000005
11,14,0.105306685140973,0.182915699582135,0.114387968079906,0.105306685140973,0.0860444391577361,0.0120458177385064,0.00984244855982857,0.586614854559424,900000005
11,15,0.208330787576143,0.079905817006128,0.101710962010542,0.208330787576143,0.191683945787341,0.0211895248207835,0.0194963585280072,0.53587011952244,900000005
12,13,0.211890237955914,0.218775032824975,0.115652619981344,0.211890237955914,0.165533944191817,0.0245056611680718,0.0191444343416292,0.536760224548315,900000005
12,14,0.2806391262256,0.207521843577327,0.114094287291088,0.2806391262256,0.222400377371334,0.0320193210927036,0.0253746125494514,0.51073138720756,900000005
12,15,0.174085150893834,0.163209067902767,0.133960386315172,0.174085150893834,0.145672875680739,0.023320514065473,0.0195143947018338,0.610870356016669,900000005
13,14,0.179491184299174,0.213798475073019,0.138149867201696,0.179491184299174,0.141116242806961,0.0247966832748062,0.019495190203784,0.640990558182478,900000005
13,15,0.256952058612255,0.149262207094065,0.123502923129239,0.256952058612255,0.218598827226426,0.0317343303426892,0.0269975941550872,0.59522767291778,900000005
14,15,0.224047730946806,0.206282980983334,0.148905427643432,0.224047730946806,0.177830497124547,0.0333619231891747,0.0264799262223748,0.62826821596498,900000005
1,6,0.232711827657107,0.20072496733129,0.023445331436263,0.232711827657107,0.186000753653029,0.00545600592855938,0.00436084931678997,0.88971455452506,900000005
2,7,0.234408350909283,0.144489795918367,0.00802679757244408,0.234408350909283,0.20053873612484,0.00188154838203925,0.00160968384030787,0.916720342329629,900000005
3,8,0.255765671447059,0.190049406218838,0.0069685837756239,0.255765671447059,0.207157557457383,0.00178232450840753,0.00144359479389539,0.819660112501051,900000005
4,9,0.246829363778375,0.0732839057836674,0.0125262232118697,0.246829363778375,0.228740743938598,0.00309183970593171,0.00286525761622401,0.869492549880049,900000005
5,10,0.156955326373056,0.210751533957287,0.00926922478162427,0.156955326373056,0.123876750577168,0.00145485420082506,0.00114824144631697,0.968998041494753,900000005
6,11,0.14508330795924,0.212934935446759,0.0136560067736938,0.14508330795924,0.114190003144537,0.00198125863624129,0.00155937945642991,0.90305277951359,900000005
1,2,0.400765900627447,0.160215513082409,0.123014605170589,0.400765900627447,0.336556986232487,0.0493000590315207,0.0414014247787926,0.40076590062725,900000006
1,3,0.262683139845699,0.0872907741940359,0.130704091886121,0.262683139845699,0.239753325200848,0.0343337612473269,0.0313367406470545,0.262683139845923,900000006
1,4,0.288254387316795,0.0823793116594704,0.147415381355957,0.288254387316795,0.264508189306815,0.0424931304338331,0.0389925755984378,0.288254387316775,900000006
1,5,0.316864879185636,0.14143303861121,0.148629811401043,0.316864879185636,0.272049716493237,0.0470955672329752,0.040434698054097,0.316864879185578,900000006
2,3,0.261982843841237,0.170737540521001,0.110369425274571,0.261982843841237,0.217252537425087,0.028914895906555,0.0239780376950491,0.261982843841124,900000006
2,4,0.249549039299355,0.197092410315929,0.134083740404151,0.249549039299355,0.200364817651821,0.0334604686035199,0.0268656641961517,0.249549039299379,900000006
2,5,0.252339198516646,0.236111240898649,0.113605757366691,0.252339198516646,0.19275907722751,0.0286671857607874,0.0218985409577358,0.252339198516321,900000006
3,4,0.155934571542196,0.0937383689107829,0.117344762199144,0.155934571542196,0.141317519149028,0.0182981052162444,0.0165828706791157,0.155934571542186,900000006
3,5,0.208842794296849,0.151453616118522,0.126742399924455,0.208842794296849,0.177212797900295,0.026469236956112,0.0224603753032108,0.208842794297832,900000006
4,5,0.406125743313538,0.18125551803851,0.119395655490851,0.406125743313538,0.332513211320468,0.0484896493346289,0.039700632824975,0.406125743313406,900000006
6,7,0.217674351195341,0.217619876884713,0.101642728911988,0.217674351195341,0.170304085687251,0.0221250150696408,0.0173101720141131,0.217674351195557,900000006
6,8,0.274269516039835,0.29646124723355,0.091269203519982,0.274269516039835,0.192959233236523,0.0250323602787666,0.0176112355293239,0.27426951603986,900000006
6,9,0.275454587072555,0.203653901447062,0.0977596216885509,0.275454587072555,0.21935718574374,0.026928336224589,0.0214442754929732,0.275454587072481,900000006
6,10,0.231910333884483,0.206523585018711,0.0988428921233152,0.231910333884483,0.184015380327773,0.0229226881144259,0.0181886123867689,0.231910333884446,900000006
7,8,0.433101571931472,0.178515171730649,0.111300920319833,0.433101571931472,0.355786370441311,0.0482046035479392,0.039599350467371,0.433101571931563,900000006
7,9,0.250211737884876,0.115746411850488,0.128359431885121,0.250211737884876,0.221250627021827,0.0321170365258913,0.0283996047887484,0.250211737884964,900000006
7,10,0.244080532424389,0.0927060228820396,0.119607442937302,0.244080532424389,0.221452797000393,0.0291938483540564,0.0264874027805304,0.244080532424346,900000006
8,9,0.274922057241337,0.178697649416019,0.112724159718651,0.274922057241337,0.225794131839694,0.0309903578906527,0.0254524537810319,0.274922057241241,900000006
8,10,0.268378882927713,0.182072960957499,0.132753958247237,0.268378882927713,0.219514345054598,0.0356283590186257,0.0291413981980477,0.268378882927766,900000006
9,10,0.203541863569368,0.0602315373512221,0.118961376980017,0.203541863569368,0.191282224211252,0.0242136203632908,0.0227551967839709,0.203541863569207,900000006
11,12,0.165690580068054,0.138698771555194,0.114474742416176,0.165690580068054,0.142709500154348,0.0189673864740774,0.0163366332705102,0.541130961562049,900000006
11,13,0.205899462796916,0.150126467627104,0.127183937910156,0.205899462796916,0.174988503760896,0.0261871044920974,0.0222557269973169,0.671656240355503,900000006
11,14,0.168671908024984,0.138841082956374,0.097166263111364,0.168671908024984,0.145253317650477,0.0163892189946514,0.0141137220806248,0.50980096686473,900000006
11,15,0.217479084377753,0.171652773501946,0.0916500713788742,0.217479084377753,0.180148196365648,0.0199319736066333,0.0165105950556871,0.335207893765034,900000006
12,13,0.320008978647461,0.181429721821652,0.131907802062408,0.320008978647461,0.261949838671022,0.0422116810136226,0.0345532274696968,0.673330630922588,900000006
12,14,0.170035252995719,0.154266121088126,0.118887789386841,0.170035252995719,0.143804574067831,0.0202151153464933,0.0170966079146407,0.466080859630897,900000006
12,15,0.14817025579366,0.190831493721832,0.119170064706163,0.14817025579366,0.11989470455541,0.0176574589704592,0.0142878596997945,0.517189314016074,900000006
13,14,0.258777085601988,0.150938670140839,0.119875103071928,0.258777085601988,0.219717616438302,0.0310209298091913,0.0263386719172597,0.604127418811454,900000006
13,15,0.195482601556089,0.191149218121825,0.126973764287416,0.195482601556089,0.158116255112222,0.0248211617722737,0.0200766161066283,0.495132759429652,900000006
14,15,0.0720529136807502,0.212652916073969,0.131423417466822,0.0720529136807502,0.0567306514749127,0.00946944015436612,0.00745573609195223,0.472877727527873,900000006
1,6,0.210350958197002,0.203117880598123,0.00980616517498693,0.210350958197002,0.167624917386243,0.00206273624079657,0.00164375762733303,0.827762200064867,900000006
2,7,0.197925655865815,0.182168934826905,-0.0204351511225582,0.197925655865815,0.161869749961823,0,0,0.896440958183503,900000006
3,8,0.0565706999694459,0.191120408529179,-0.0223408632719256,0.0565706999694459,0.0457588846805038,0,0,0.695845187793739,900000006
4,9,0.277224105748931,0.0852949925632127,-0.0152193988412056,0.277224105748931,0.253578277710733,0,0,0.992145079392168,900000006
