"method","auroc","delta_w","ari","k","exactC","seed","scenario","tmfg_avail","oracle_na","rho_C","rho_D","gini_C","gini_D","obar_C","obar_D","rt"
"oracle",0,-0.820136715655835,NA,NA,NA,202608260252,"noC",0.2,0,0.0397593946326448,0.179784349736438,0.176971995315391,0.156530911667554,0.00292058742480371,-0.00797370102123804,0.42
"over",0.6,-0.000300253076336792,0.392156862745098,2,FALSE,202608260252,"noC",0.2,0,0.0397593946326448,0.179784349736438,0.176971995315391,0.156530911667554,0.00292058742480371,-0.00797370102123804,0.42
"raw",0.05,-0.140024955103793,0.392156862745098,2,FALSE,202608260252,"noC",0.2,0,0.0397593946326448,0.179784349736438,0.176971995315391,0.156530911667554,0.00292058742480371,-0.00797370102123804,0.42
"cw",0.516666666666667,-0.000549979553229187,0.55045871559633,3,FALSE,202608260253,"noC",0.5,0,0.0730602021904055,0.161677717355946,0.187949887163738,0.156973343887753,-0.00585521901199495,-0.00678133974152299,0.423999999999999
"gini",0.183333333333333,-0.0769561334344506,0.792079207920792,3,FALSE,202608260253,"noC",0.5,0,0.0730602021904055,0.161677717355946,0.187949887163738,0.156973343887753,-0.00585521901199495,-0.00678133974152299,0.423999999999999
"oracle",0,-0.724677968483649,NA,NA,NA,202608260253,"noC",0.5,0,0.0730602021904055,0.161677717355946,0.187949887163738,0.156973343887753,-0.00585521901199495,-0.00678133974152299,0.423999999999999
"over",0.516666666666667,-0.000649111687249111,0.55045871559633,3,FALSE,202608260253,"noC",0.5,0,0.0730602021904055,0.161677717355946,0.187949887163738,0.156973343887753,-0.00585521901199495,-0.00678133974152299,0.423999999999999
"raw",0.183333333333333,-0.0886175151655401,0.792079207920792,3,FALSE,202608260253,"noC",0.5,0,0.0730602021904055,0.161677717355946,0.187949887163738,0.156973343887753,-0.00585521901199495,-0.00678133974152299,0.423999999999999
"cw",0.2,-0.00141565896988332,0.392156862745098,2,FALSE,202608260254,"noC",0.2,0,0.0450782071863808,0.186331715412788,0.192636073729196,0.167106296542408,-0.0136604296475679,0.00204314666948604,0.402
"gini",0.15,-0.121075345087884,0.392156862745098,2,FALSE,202608260254,"noC",0.2,0,0.0450782071863808,0.186331715412788,0.192636073729196,0.167106296542408,-0.0136604296475679,0.00204314666948604,0.402
"oracle",0,-0.795167957773114,NA,NA,NA,202608260254,"noC",0.2,0,0.0450782071863808,0.186331715412788,0.192636073729196,0.167106296542408,-0.0136604296475679,0.00204314666948604,0.402
"over",0.2,-0.00168380736430727,0.392156862745098,2,FALSE,202608260254,"noC",0.2,0,0.0450782071863808,0.186331715412788,0.192636073729196,0.167106296542408,-0.0136604296475679,0.00204314666948604,0.402
"raw",0.15,-0.141253508226407,0.392156862745098,2,FALSE,202608260254,"noC",0.2,0,0.0450782071863808,0.186331715412788,0.192636073729196,0.167106296542408,-0.0136604296475679,0.00204314666948604,0.402
"cw",0.7,0.000514267372941285,0.392156862745098,2,FALSE,202608260255,"noC",0.4,0,0.0885125282444044,0.219086588701322,0.196195086893929,0.150606856945145,-0.00270379536947992,-0.0184790898917611,0.382
"gini",0.05,-0.117473400482543,0.641025641025641,3,FALSE,202608260255,"noC",0.4,0,0.0885125282444044,0.219086588701322,0.196195086893929,0.150606856945145,-0.00270379536947992,-0.0184790898917611,0.382
"oracle",0,-0.735936975910223,NA,NA,NA,202608260255,"noC",0.4,0,0.0885125282444044,0.219086588701322,0.196195086893929,0.150606856945145,-0.00270379536947992,-0.0184790898917611,0.382
"over",0.7,0.000650915701304686,0.392156862745098,2,FALSE,202608260255,"noC",0.4,0,0.0885125282444044,0.219086588701322,0.196195086893929,0.150606856945145,-0.00270379536947992,-0.0184790898917611,0.382
"raw",0.0666666666666667,-0.130574060456918,0.641025641025641,3,FALSE,202608260255,"noC",0.4,0,0.0885125282444044,0.219086588701322,0.196195086893929,0.150606856945145,-0.00270379536947992,-0.0184790898917611,0.382
"cw",0.1,-0.00381576386305674,0.392156862745098,2,FALSE,202608260256,"noC",0.1,0,0.0404690161777355,0.196276411689068,0.178477014107688,0.148349220072184,-0.0124681035237584,0.0192046185925153,0.44
"gini",0,-0.136412685489743,0.392156862745098,2,FALSE,202608260256,"noC",0.1,0,0.0404690161777355,0.196276411689068,0.178477014107688,0.148349220072184,-0.0124681035237584,0.0192046185925153,0.44
"oracle",0,-0.808580793213683,NA,NA,NA,202608260256,"noC",0.1,0,0.0404690161777355,0.196276411689068,0.178477014107688,0.148349220072184,-0.0124681035237584,0.0192046185925153,0.44
"over",0.1,-0.0043071404449588,0.392156862745098,2,FALSE,202608260256,"noC",0.1,0,0.0404690161777355,0.196276411689068,0.178477014107688,0.148349220072184,-0.0124681035237584,0.0192046185925153,0.44
"raw",0,-0.155807395511333,0.392156862745098,2,FALSE,202608260256,"noC",0.1,0,0.0404690161777355,0.196276411689068,0.178477014107688,0.148349220072184,-0.0124681035237584,0.0192046185925153,0.44
"cw",0.25,-0.00134987155082251,0.442477876106195,3,FALSE,202608260257,"noC",0.1,0,0.0659213668004256,0.16943225248293,0.192740421127602,0.174694243574715,-0.0243017618318454,-0.00454167608340393,0.389
"gini",0,-0.086022512201008,0.440771349862259,2,FALSE,202608260257,"noC",0.1,0,0.0659213668004256,0.16943225248293,0.192740421127602,0.174694243574715,-0.0243017618318454,-0.00454167608340393,0.389
"oracle",0,-0.794907156516613,NA,NA,NA,202608260257,"noC",0.1,0,0.0659213668004256,0.16943225248293,0.192740421127602,0.174694243574715,-0.0243017618318454,-0.00454167608340393,0.389
"over",0.25,-0.00164282960879294,0.442477876106195,3,FALSE,202608260257,"noC",0.1,0,0.0659213668004256,0.16943225248293,0.192740421127602,0.174694243574715,-0.0243017618318454,-0.00454167608340393,0.389
"raw",0.0166666666666667,-0.103510885682504,0.440771349862259,2,FALSE,202608260257,"noC",0.1,0,0.0659213668004256,0.16943225248293,0.192740421127602,0.174694243574715,-0.0243017618318454,-0.00454167608340393,0.389
"cw",0.266666666666667,-0.00170397714190529,0.440771349862259,2,FALSE,202608260258,"noC",0.1,0,0.0503260030873466,0.198214542093785,0.209693889330596,0.170274914353111,-0.000478937919742853,0.00645928400336355,0.453
"gini",0,-0.127509307337914,0.440771349862259,2,FALSE,202608260258,"noC",0.1,0,0.0503260030873466,0.198214542093785,0.209693889330596,0.170274914353111,-0.000478937919742853,0.00645928400336355,0.453
"oracle",0,-0.798229879357182,NA,NA,NA,202608260258,"noC",0.1,0,0.0503260030873466,0.198214542093785,0.209693889330596,0.170274914353111,-0.000478937919742853,0.00645928400336355,0.453
"over",0.266666666666667,-0.00200274189369512,0.440771349862259,2,FALSE,202608260258,"noC",0.1,0,0.0503260030873466,0.198214542093785,0.209693889330596,0.170274914353111,-0.000478937919742853,0.00645928400336355,0.453
"raw",0,-0.147888539006439,0.440771349862259,2,FALSE,202608260258,"noC",0.1,0,0.0503260030873466,0.198214542093785,0.209693889330596,0.170274914353111,-0.000478937919742853,0.00645928400336355,0.453
"cw",0.333333333333333,-0.00103094729245454,0.517241379310345,3,FALSE,202608260259,"noC",0.4,0,0.0604029816408493,0.1488816989951,0.169882226482412,0.162159199076331,-0.0139141256940344,-0.0127292352587144,0.363
"gini",0.0833333333333333,-0.0751545720171216,0.792079207920792,3,FALSE,202608260259,"noC",0.4,0,0.0604029816408493,0.1488816989951,0.169882226482412,0.162159199076331,-0.0139141256940344,-0.0127292352587144,0.363
"oracle",0,-0.820846617896038,NA,NA,NA,202608260259,"noC",0.4,0,0.0604029816408493,0.1488816989951,0.169882226482412,0.162159199076331,-0.0139141256940344,-0.0127292352587144,0.363
"over",0.333333333333333,-0.00126468587927571,0.517241379310345,3,FALSE,202608260259,"noC",0.4,0,0.0604029816408493,0.1488816989951,0.169882226482412,0.162159199076331,-0.0139141256940344,-0.0127292352587144,0.363
"raw",0.1,-0.088478717354251,0.533333333333333,2,FALSE,202608260259,"noC",0.4,0,0.0604029816408493,0.1488816989951,0.169882226482412,0.162159199076331,-0.0139141256940344,-0.0127292352587144,0.363
"cw",0.816666666666667,0.000487538859364555,0.392156862745098,2,FALSE,202608260260,"noC",0.1,0,0.0506655987290114,0.172312554595788,0.191713059927875,0.172134119281698,0.0183602935318064,-0.011104618997285,0.45
"gini",0.1,-0.102592922961721,0.392156862745098,2,FALSE,202608260260,"noC",0.1,0,0.0506655987290114,0.172312554595788,0.191713059927875,0.172134119281698,0.0183602935318064,-0.011104618997285,0.45
"oracle",0,-0.886430468843468,NA,NA,NA,202608260260,"noC",0.1,0,0.0506655987290114,0.172312554595788,0.191713059927875,0.172134119281698,0.0183602935318064,-0.011104618997285,0.45
"over",0.816666666666667,0.000588877757029663,0.392156862745098,2,FALSE,202608260260,"noC",0.1,0,0.0506655987290114,0.172312554595788,0.191713059927875,0.172134119281698,0.0183602935318064,-0.011104618997285,0.45
"raw",0.1,-0.121646955866777,0.392156862745098,2,FALSE,202608260260,"noC",0.1,0,0.0506655987290114,0.172312554595788,0.191713059927875,0.172134119281698,0.0183602935318064,-0.011104618997285,0.45
"cw",0.475,2.16306128502636e-05,0.392156862745098,2,FALSE,202608260261,"noC",0.2,0,0.0520312932551227,0.116130510912421,0.180521048536864,0.164711133566791,-0.0166180785913297,-0.0282699070919049,0.384
"gini",0.2,-0.05243322651059,0.392156862745098,2,FALSE,202608260261,"noC",0.2,0,0.0520312932551227,0.116130510912421,0.180521048536864,0.164711133566791,-0.0166180785913297,-0.0282699070919049,0.384
"oracle",0,-0.804195081255665,NA,NA,NA,202608260261,"noC",0.2,0,0.0520312932551227,0.116130510912421,0.180521048536864,0.164711133566791,-0.0166180785913297,-0.0282699070919049,0.384
"over",0.475,2.67562402363881e-05,0.392156862745098,2,FALSE,202608260261,"noC",0.2,0,0.0520312932551227,0.116130510912421,0.180521048536864,0.164711133566791,-0.0166180785913297,-0.0282699070919049,0.384
"raw",0.216666666666667,-0.0640992176572983,0.392156862745098,2,FALSE,202608260261,"noC",0.2,0,0.0520312932551227,0.116130510912421,0.180521048536864,0.164711133566791,-0.0166180785913297,-0.0282699070919049,0.384
"cw",0.625,-3.24724430437536e-05,0.416666666666667,3,FALSE,202608260262,"noC",0.4,0,0.0507325099815522,0.16448971047813,0.157918742227079,0.155220892336968,-0.00171036767814561,-0.0148491017358086,0.455
"gini",0.0833333333333333,-0.0983692114464409,0.641025641025641,3,FALSE,202608260262,"noC",0.4,0,0.0507325099815522,0.16448971047813,0.157918742227079,0.155220892336968,-0.00171036767814561,-0.0148491017358086,0.455
"oracle",0,-0.84418239817395,NA,NA,NA,202608260262,"noC",0.4,0,0.0507325099815522,0.16448971047813,0.157918742227079,0.155220892336968,-0.00171036767814561,-0.0148491017358086,0.455
"over",0.625,-3.42491089123965e-05,0.416666666666667,3,FALSE,202608260262,"noC",0.4,0,0.0507325099815522,0.16448971047813,0.157918742227079,0.155220892336968,-0.00171036767814561,-0.0148491017358086,0.455
"raw",0.0833333333333333,-0.113757200496578,0.641025641025641,3,FALSE,202608260262,"noC",0.4,0,0.0507325099815522,0.16448971047813,0.157918742227079,0.155220892336968,-0.00171036767814561,-0.0148491017358086,0.455
"cw",0.5,-0.00131760718384897,0.533333333333333,2,FALSE,202608260263,"noC",0.1,0,0.0476840633211334,0.230126617641488,0.188944706852905,0.153759976002963,-0.00198120889374516,0.0034785399973853,0.397
"gini",0,-0.156657969414738,0.533333333333333,2,FALSE,202608260263,"noC",0.1,0,0.0476840633211334,0.230126617641488,0.188944706852905,0.153759976002963,-0.00198120889374516,0.0034785399973853,0.397
"oracle",0,-0.820928154453769,NA,NA,NA,202608260263,"noC",0.1,0,0.0476840633211334,0.230126617641488,0.188944706852905,0.153759976002963,-0.00198120889374516,0.0034785399973853,0.397
"over",0.5,-0.00155469958238841,0.533333333333333,2,FALSE,202608260263,"noC",0.1,0,0.0476840633211334,0.230126617641488,0.188944706852905,0.153759976002963,-0.00198120889374516,0.0034785399973853,0.397
"raw",0,-0.182442554320355,0.533333333333333,2,FALSE,202608260263,"noC",0.1,0,0.0476840633211334,0.230126617641488,0.188944706852905,0.153759976002963,-0.00198120889374516,0.0034785399973853,0.397
"cw",0.458333333333333,-0.000788128708121846,0.533333333333333,2,FALSE,202608260264,"noC",0.3,0,0.0415019046482772,0.161832236107813,0.198081032807124,0.176792573175228,-0.0119183602212463,-0.00960424918578466,0.457
"gini",0.0166666666666667,-0.101203194016883,0.440771349862259,2,FALSE,202608260264,"noC",0.3,0,0.0415019046482772,0.161832236107813,0.198081032807124,0.176792573175228,-0.0119183602212463,-0.00960424918578466,0.457
"oracle",0,-0.714850857106682,NA,NA,NA,202608260264,"noC",0.3,0,0.0415019046482772,0.161832236107813,0.198081032807124,0.176792573175228,-0.0119183602212463,-0.00960424918578466,0.457
"over",0.458333333333333,-0.00104984829513696,0.533333333333333,2,FALSE,202608260264,"noC",0.3,0,0.0415019046482772,0.161832236107813,0.198081032807124,0.176792573175228,-0.0119183602212463,-0.00960424918578466,0.457
"raw",0.0166666666666667,-0.120330331459536,0.440771349862259,2,FALSE,202608260264,"noC",0.3,0,0.0415019046482772,0.161832236107813,0.198081032807124,0.176792573175228,-0.0119183602212463,-0.00960424918578466,0.457
"cw",0.3,-0.00130318804480249,0.524691358024691,4,FALSE,202608260265,"noC",0.2,0,0.0455317830537507,0.22876340492565,0.180496977505494,0.159316217245963,-0.000679281258715255,0.00430076079384922,0.497
"gini",0.0166666666666667,-0.154832032015105,0.392156862745098,2,FALSE,202608260265,"noC",0.2,0,0.0455317830537507,0.22876340492565,0.180496977505494,0.159316217245963,-0.000679281258715255,0.00430076079384922,0.497
"oracle",0,-0.785920185737401,NA,NA,NA,202608260265,"noC",0.2,0,0.0455317830537507,0.22876340492565,0.180496977505494,0.159316217245963,-0.000679281258715255,0.00430076079384922,0.497
"over",0.3,-0.00157991969807909,0.524691358024691,4,FALSE,202608260265,"noC",0.2,0,0.0455317830537507,0.22876340492565,0.180496977505494,0.159316217245963,-0.000679281258715255,0.00430076079384922,0.497
"raw",0.0166666666666667,-0.183231621871899,0.392156862745098,2,FALSE,202608260265,"noC",0.2,0,0.0455317830537507,0.22876340492565,0.180496977505494,0.159316217245963,-0.000679281258715255,0.00430076079384922,0.497
"cw",0.816666666666667,0.000328103908290067,0.392156862745098,2,FALSE,202608260266,"noC",0.3,0,0.0480627093158031,0.141772690228358,0.146651177471313,0.172749375779125,0.00800776921067977,-0.00834119722872843,0.39
"gini",0.166666666666667,-0.0766823906330383,0.614886731391586,3,FALSE,202608260266,"noC",0.3,0,0.0480627093158031,0.141772690228358,0.146651177471313,0.172749375779125,0.00800776921067977,-0.00834119722872843,0.39
"oracle",0,-0.7937564184014,NA,NA,NA,202608260266,"noC",0.3,0,0.0480627093158031,0.141772690228358,0.146651177471313,0.172749375779125,0.00800776921067977,-0.00834119722872843,0.39
"over",0.816666666666667,0.000373280992864534,0.392156862745098,2,FALSE,202608260266,"noC",0.3,0,0.0480627093158031,0.141772690228358,0.146651177471313,0.172749375779125,0.00800776921067977,-0.00834119722872843,0.39
"raw",0.166666666666667,-0.0937099809125554,0.614886731391586,3,FALSE,202608260266,"noC",0.3,0,0.0480627093158031,0.141772690228358,0.146651177471313,0.172749375779125,0.00800776921067977,-0.00834119722872843,0.39
"cw",0.133333333333333,-0.00310851074840114,0.442477876106195,3,FALSE,202608260267,"noC",0.1,0,0.0421976345430023,0.206197997546058,0.161835806240426,0.176823217615484,0.0222957848529378,0.0207082647195514,0.525
"gini",0.0166666666666667,-0.135992266216924,0.494845360824742,4,FALSE,202608260267,"noC",0.1,0,0.0421976345430023,0.206197997546058,0.161835806240426,0.176823217615484,0.0222957848529378,0.0207082647195514,0.525
"oracle",0,-0.818693402836103,NA,NA,NA,202608260267,"noC",0.1,0,0.0421976345430023,0.206197997546058,0.161835806240426,0.176823217615484,0.0222957848529378,0.0207082647195514,0.525
"over",0.15,-0.0038328873529587,0.442477876106195,3,FALSE,202608260267,"noC",0.1,0,0.0421976345430023,0.206197997546058,0.161835806240426,0.176823217615484,0.0222957848529378,0.0207082647195514,0.525
"raw",0,-0.164000363003056,0.55045871559633,3,FALSE,202608260267,"noC",0.1,0,0.0421976345430023,0.206197997546058,0.161835806240426,0.176823217615484,0.0222957848529378,0.0207082647195514,0.525
"cw",0.775,0.000609967473229993,0.614886731391586,3,FALSE,202608260268,"noC",0.3,0,0.0634140961280188,0.133570981269303,0.190822757351108,0.163509412363016,0.00783703915184999,-0.031636580630814,0.325
"gini",0.166666666666667,-0.0613506545444381,0.614886731391586,3,FALSE,202608260268,"noC",0.3,0,0.0634140961280188,0.133570981269303,0.190822757351108,0.163509412363016,0.00783703915184999,-0.031636580630814,0.325
"oracle",0,-0.817903019995769,NA,NA,NA,202608260268,"noC",0.3,0,0.0634140961280188,0.133570981269303,0.190822757351108,0.163509412363016,0.00783703915184999,-0.031636580630814,0.325
"over",0.758333333333333,0.000758249641369243,0.440771349862259,2,FALSE,202608260268,"noC",0.3,0,0.0634140961280188,0.133570981269303,0.190822757351108,0.163509412363016,0.00783703915184999,-0.031636580630814,0.325
"raw",0.166666666666667,-0.0701568851412838,0.614886731391586,3,FALSE,202608260268,"noC",0.3,0,0.0634140961280188,0.133570981269303,0.190822757351108,0.163509412363016,0.00783703915184999,-0.031636580630814,0.325
"cw",0.4,-0.000530440498264429,0.416666666666667,3,FALSE,202608260269,"noC",0.2,0,0.0466973888142968,0.16803281956143,0.200449413654616,0.149901436869596,-0.00563110138760436,-0.0028833789255989,0.495
"gini",0.05,-0.106709804268992,0.392156862745098,2,FALSE,202608260269,"noC",0.2,0,0.0466973888142968,0.16803281956143,0.200449413654616,0.149901436869596,-0.00563110138760436,-0.0028833789255989,0.495
"oracle",0,-0.812276111570173,NA,NA,NA,202608260269,"noC",0.2,0,0.0466973888142968,0.16803281956143,0.200449413654616,0.149901436869596,-0.00563110138760436,-0.0028833789255989,0.495
"over",0.4,-0.00057686842514487,0.416666666666667,3,FALSE,202608260269,"noC",0.2,0,0.0466973888142968,0.16803281956143,0.200449413654616,0.149901436869596,-0.00563110138760436,-0.0028833789255989,0.495
"raw",0.05,-0.121335430747133,0.392156862745098,2,FALSE,202608260269,"noC",0.2,0,0.0466973888142968,0.16803281956143,0.200449413654616,0.149901436869596,-0.00563110138760436,-0.0028833789255989,0.495
"cw",0.35,-0.000894792856667594,0.533333333333333,2,FALSE,202608260270,"noC",0.2,0,0.0467056628585049,0.182638936600872,0.207716578257174,0.145328667516877,-0.00658945034963727,-0.00167224564405192,0.458
"gini",0,-0.119444981952624,0.533333333333333,2,FALSE,202608260270,"noC",0.2,0,0.0467056628585049,0.182638936600872,0.207716578257174,0.145328667516877,-0.00658945034963727,-0.00167224564405192,0.458
"oracle",0,-0.79763545762134,NA,NA,NA,202608260270,"noC",0.2,0,0.0467056628585049,0.182638936600872,0.207716578257174,0.145328667516877,-0.00658945034963727,-0.00167224564405192,0.458
"over",0.35,-0.00103764678020827,0.533333333333333,2,FALSE,202608260270,"noC",0.2,0,0.0467056628585049,0.182638936600872,0.207716578257174,0.145328667516877,-0.00658945034963727,-0.00167224564405192,0.458
"raw",0,-0.135933273742367,0.533333333333333,2,FALSE,202608260270,"noC",0.2,0,0.0467056628585049,0.182638936600872,0.207716578257174,0.145328667516877,-0.00658945034963727,-0.00167224564405192,0.458
"cw",0.0916666666666667,-0.00169827424151971,0.442477876106195,3,FALSE,202608260271,"noC",0.4,0,0.0501181434708457,0.170762647306524,0.186388951194245,0.149128536052523,-0.0196730006683703,0.00824420877468296,0.368
"gini",0.05,-0.104981139077546,0.440771349862259,2,FALSE,202608260271,"noC",0.4,0,0.0501181434708457,0.170762647306524,0.186388951194245,0.149128536052523,-0.0196730006683703,0.00824420877468296,0.368
"oracle",0,-0.761389044983862,NA,NA,NA,202608260271,"noC",0.4,0,0.0501181434708457,0.170762647306524,0.186388951194245,0.149128536052523,-0.0196730006683703,0.00824420877468296,0.368
"over",0.0916666666666667,-0.00194383765814217,0.442477876106195,3,FALSE,202608260271,"noC",0.4,0,0.0501181434708457,0.170762647306524,0.186388951194245,0.149128536052523,-0.0196730006683703,0.00824420877468296,0.368
"raw",0.05,-0.120644503835678,0.440771349862259,2,FALSE,202608260271,"noC",0.4,0,0.0501181434708457,0.170762647306524,0.186388951194245,0.149128536052523,-0.0196730006683703,0.00824420877468296,0.368
"cw",0.225,-0.00217173746512883,0.392156862745098,2,FALSE,202608260272,"noC",0.3,0,0.0710011212600877,0.238225963751255,0.219623731699839,0.159196576124961,0.0104160102392945,0.010642774711698,0.389
"gini",0,-0.146177695310742,0.392156862745098,2,FALSE,202608260272,"noC",0.3,0,0.0710011212600877,0.238225963751255,0.219623731699839,0.159196576124961,0.0104160102392945,0.010642774711698,0.389
"oracle",0,-0.809380486669335,NA,NA,NA,202608260272,"noC",0.3,0,0.0710011212600877,0.238225963751255,0.219623731699839,0.159196576124961,0.0104160102392945,0.010642774711698,0.389
"over",0.225,-0.00247623174183292,0.392156862745098,2,FALSE,202608260272,"noC",0.3,0,0.0710011212600877,0.238225963751255,0.219623731699839,0.159196576124961,0.0104160102392945,0.010642774711698,0.389
"raw",0,-0.167224842491167,0.392156862745098,2,FALSE,202608260272,"noC",0.3,0,0.0710011212600877,0.238225963751255,0.219623731699839,0.159196576124961,0.0104160102392945,0.010642774711698,0.389
"cw",0.55,-0.000872507293643776,0.392156862745098,2,FALSE,202608260273,"noC",0.1,0,0.0523788021700767,0.183498420872756,0.201785328669292,0.15947169550265,-0.000512669638031972,-0.00556980025271854,0.479
"gini",0.0333333333333333,-0.110921579127418,0.388349514563107,3,FALSE,202608260273,"noC",0.1,0,0.0523788021700767,0.183498420872756,0.201785328669292,0.15947169550265,-0.000512669638031972,-0.00556980025271854,0.479
"oracle",0,-0.814366548965023,NA,NA,NA,202608260273,"noC",0.1,0,0.0523788021700767,0.183498420872756,0.201785328669292,0.15947169550265,-0.000512669638031972,-0.00556980025271854,0.479
"over",0.55,-0.0010577548920033,0.392156862745098,2,FALSE,202608260273,"noC",0.1,0,0.0523788021700767,0.183498420872756,0.201785328669292,0.15947169550265,-0.000512669638031972,-0.00556980025271854,0.479
"raw",0.05,-0.131119618702679,0.237623762376238,3,FALSE,202608260273,"noC",0.1,0,0.0523788021700767,0.183498420872756,0.201785328669292,0.15947169550265,-0.000512669638031972,-0.00556980025271854,0.479
"cw",0.75,0.000153164928447329,0.392156862745098,2,FALSE,202608260274,"noC",0.1,0,0.0397595466410934,0.160545520435105,0.20417056772129,0.166881631178347,-0.00243473389445582,-0.0322940617462435,0.328
"gini",0.05,-0.102632553570978,0.392156862745098,2,FALSE,202608260274,"noC",0.1,0,0.0397595466410934,0.160545520435105,0.20417056772129,0.166881631178347,-0.00243473389445582,-0.0322940617462435,0.328
"oracle",0,-0.780272594003806,NA,NA,NA,202608260274,"noC",0.1,0,0.0397595466410934,0.160545520435105,0.20417056772129,0.166881631178347,-0.00243473389445582,-0.0322940617462435,0.328
"over",0.75,0.00019193546117726,0.392156862745098,2,FALSE,202608260274,"noC",0.1,0,0.0397595466410934,0.160545520435105,0.20417056772129,0.166881631178347,-0.00243473389445582,-0.0322940617462435,0.328
"raw",0.05,-0.120785973794011,0.392156862745098,2,FALSE,202608260274,"noC",0.1,0,0.0397595466410934,0.160545520435105,0.20417056772129,0.166881631178347,-0.00243473389445582,-0.0322940617462435,0.328
"cw",0.541666666666667,-2.7499114129414e-05,0.392156862745098,2,FALSE,202608260275,"noC",0.3,0,0.0531696587294484,0.173676006128782,0.175477679021507,0.146726645045364,-0.000409951483229297,-0.00240002661622263,0.348999999999999
"gini",0.0666666666666667,-0.105362514238391,0.392156862745098,2,FALSE,202608260275,"noC",0.3,0,0.0531696587294484,0.173676006128782,0.175477679021507,0.146726645045364,-0.000409951483229297,-0.00240002661622263,0.348999999999999
"oracle",0,-0.780086535969824,NA,NA,NA,202608260275,"noC",0.3,0,0.0531696587294484,0.173676006128782,0.175477679021507,0.146726645045364,-0.000409951483229297,-0.00240002661622263,0.348999999999999
"over",0.541666666666667,-2.36794977057992e-05,0.392156862745098,2,FALSE,202608260275,"noC",0.3,0,0.0531696587294484,0.173676006128782,0.175477679021507,0.146726645045364,-0.000409951483229297,-0.00240002661622263,0.348999999999999
"raw",0.0666666666666667,-0.120506347399334,0.392156862745098,2,FALSE,202608260275,"noC",0.3,0,0.0531696587294484,0.173676006128782,0.175477679021507,0.146726645045364,-0.000409951483229297,-0.00240002661622263,0.348999999999999
"cw",0.85,0.000795733232966873,0.440771349862259,2,FALSE,202608260276,"noC",0.3,0,0.0643906189680633,0.186833517659684,0.219080603841488,0.17469117950865,0.0100966007840582,-0.0227566374721159,0.46
"gini",0.05,-0.105198380499371,0.440771349862259,2,FALSE,202608260276,"noC",0.3,0,0.0643906189680633,0.186833517659684,0.219080603841488,0.17469117950865,0.0100966007840582,-0.0227566374721159,0.46
"oracle",0,-0.846420246714118,NA,NA,NA,202608260276,"noC",0.3,0,0.0643906189680633,0.186833517659684,0.219080603841488,0.17469117950865,0.0100966007840582,-0.0227566374721159,0.46
"over",0.85,0.00104609645652362,0.614886731391586,3,FALSE,202608260276,"noC",0.3,0,0.0643906189680633,0.186833517659684,0.219080603841488,0.17469117950865,0.0100966007840582,-0.0227566374721159,0.46
"raw",0.05,-0.122442898691621,0.614886731391586,3,FALSE,202608260276,"noC",0.3,0,0.0643906189680633,0.186833517659684,0.219080603841488,0.17469117950865,0.0100966007840582,-0.0227566374721159,0.46
"cw",0.275,-0.00130997513521669,0.440771349862259,2,FALSE,202608260277,"noC",0.1,0,0.0497304391109192,0.190511424480473,0.226590077323456,0.158747779123437,-0.0129692039566291,0.00330772589220565,0.396
"gini",0.05,-0.12207096540587,0.498442367601246,3,FALSE,202608260277,"noC",0.1,0,0.0497304391109192,0.190511424480473,0.226590077323456,0.158747779123437,-0.0129692039566291,0.00330772589220565,0.396
"oracle",0,-0.809241412515446,NA,NA,NA,202608260277,"noC",0.1,0,0.0497304391109192,0.190511424480473,0.226590077323456,0.158747779123437,-0.0129692039566291,0.00330772589220565,0.396
"over",0.275,-0.00165155479636072,0.440771349862259,2,FALSE,202608260277,"noC",0.1,0,0.0497304391109192,0.190511424480473,0.226590077323456,0.158747779123437,-0.0129692039566291,0.00330772589220565,0.396
"raw",0.0666666666666667,-0.140780985369554,0.392156862745098,2,FALSE,202608260277,"noC",0.1,0,0.0497304391109192,0.190511424480473,0.226590077323456,0.158747779123437,-0.0129692039566291,0.00330772589220565,0.396
"cw",0.466666666666667,-0.00111715763367886,0.392156862745098,2,FALSE,202608260278,"noC",0.1,0,0.0577068062048065,0.183489996125005,0.199884869476104,0.165276629361737,0.00998962730954944,-0.00692345809759162,0.455
"gini",0.15,-0.107016295496502,0.440771349862259,2,FALSE,202608260278,"noC",0.1,0,0.0577068062048065,0.183489996125005,0.199884869476104,0.165276629361737,0.00998962730954944,-0.00692345809759162,0.455
"oracle",0,-0.816104317806697,NA,NA,NA,202608260278,"noC",0.1,0,0.0577068062048065,0.183489996125005,0.199884869476104,0.165276629361737,0.00998962730954944,-0.00692345809759162,0.455
"over",0.483333333333333,-0.0012981152038123,0.392156862745098,2,FALSE,202608260278,"noC",0.1,0,0.0577068062048065,0.183489996125005,0.199884869476104,0.165276629361737,0.00998962730954944,-0.00692345809759162,0.455
"raw",0.15,-0.125783189920199,0.440771349862259,2,FALSE,202608260278,"noC",0.1,0,0.0577068062048065,0.183489996125005,0.199884869476104,0.165276629361737,0.00998962730954944,-0.00692345809759162,0.455
"cw",0.291666666666667,-0.00228770385773101,0.442477876106195,3,FALSE,202608260279,"noC",0.4,0,0.0474886964412216,0.181631141198331,0.195841129755469,0.159178722109105,0.00886001623376047,0.0134273504774474,0.506
